col,km_kld,km_kst,knm_kld,knm_kst
mean,0.8366705537221018,0.21982039573820392,1.4128660487249904,0.45262613981762917
std,1.1866537163689745,0.26019482496194823,3.1074954751076698,0.52190273556231
0.1,0.4903073130440699,0.23443226788432261,2.1634285031729625,0.7096899696048632
0.25,0.5079751970994139,0.21793302891933022,1.9209736135868842,0.684419452887538
0.5,0.45712371483590064,0.21196955859969552,1.412037829133134,0.61609726443769
0.75,0.507498449376493,0.17924809741248093,1.0751224703085134,0.5033920972644377
0.9,0.7481015190528801,0.1939604261796042,0.7857162410642944,0.3589483282674772
centroid_distance_n_clusters_10,1.2042917394613089,0.15304109589041098,1.1236555957561536,0.06956838905775074
cluster_proportion_n_clusters_10,1.1793560998158692,0.13838660578386608,0.9754234303925535,0.15412158054711245
iterations_k_n_clusters_10,0.13725981179075214,0.15251141552511419,0.1907232803113339,0.03776291793313069
wcv_ratio_n_clusters_10,1.3642982289170082,0.16606088280060888,1.2044645540379688,0.12332522796352585
centroid_distance_n_clusters_20,0.2654515017476445,0.06429223744292231,0.5788134355140497,0.30860182370820666
cluster_proportion_n_clusters_20,1.3763717046661648,0.1105053272450533,1.023763900185889,0.2652340425531915
iterations_k_n_clusters_20,0.14800522400571128,0.07680669710806699,0.19805402994150387,0.05404255319148936
wcv_ratio_n_clusters_20,1.3984763646820693,0.1444140030441401,1.4691089056977706,0.10687537993920974
centroid_distance_n_clusters_50,1.0451491928710444,0.1753698630136986,1.854484270278517,0.477726443768997
cluster_proportion_n_clusters_50,1.3412287746067928,0.11370167427701679,1.4852818169014055,0.3316352583586626
iterations_k_n_clusters_50,0.20992297645393004,0.028718417047184117,0.31977090611833636,0.12256534954407294
wcv_ratio_n_clusters_50,1.362651519190712,0.1571050228310503,1.4654873792524539,0.16897872340425535
centroid_distance_n_clusters_100,1.6605367354616631,0.1679360730593607,2.60590048579424,0.4482917933130699
cluster_proportion_n_clusters_100,0.9669076959131249,0.07756164383561649,1.2699683200817329,0.3365106382978723
iterations_k_n_clusters_100,0.2037676842696148,0.17220091324200912,0.5896472993106551,0.26911854103343463
wcv_ratio_n_clusters_100,1.51252410825825,0.22298021308980218,1.529399718537826,0.19258966565349547
centroid_distance_n_clusters_500,1.6497487295283302,0.2547397260273972,2.435721065740227,0.42733130699088145
cluster_proportion_n_clusters_500,0.7135196349226397,0.1537625570776255,1.6638253149302258,0.47521580547112463
iterations_k_n_clusters_500,0.21611369616155984,0.1452267884322679,0.1152756144434363,0.06471732522796352
wcv_ratio_n_clusters_500,1.252281096006332,0.2908858447488585,0.8844557489791008,0.31023708206686934
centroid_distance_n_points_per_cluster_10,0.940356571714727,0.10072450532724508,0.7188797768007824,0.15434650455927051
cluster_proportion_n_points_per_cluster_10,1.6546326933267106,0.4996316590563165,2.187152049034573,0.550419452887538
iterations_k_n_points_per_cluster_10,0.26193083220801644,0.09073668188736689,0.19954474654118098,0.14612158054711244
wcv_ratio_n_points_per_cluster_10,0.5395940245572335,0.24724505327245058,0.3460495113268579,0.21280243161094226
centroid_distance_n_points_per_cluster_30,1.7993716994313314,0.22952511415525112,1.5728183104383258,0.24951975683890576
cluster_proportion_n_points_per_cluster_30,1.1474550184871173,0.4172633181126331,1.7783050279923183,0.5397750759878419
iterations_k_n_points_per_cluster_30,0.22436916805062876,0.08939117199391178,0.14556859627982377,0.07313069908814589
wcv_ratio_n_points_per_cluster_30,0.43466119343463383,0.2744292237442923,0.15649301301251503,0.2620851063829787
centroid_distance_n_points_per_cluster_100,1.5968445727895606,0.10068493150684939,2.225317927084451,0.3496838905775076
cluster_proportion_n_points_per_cluster_100,1.1588140261649469,0.34333028919330283,1.3247579283774595,0.508176291793313
iterations_k_n_points_per_cluster_100,0.11938300322745385,0.04805479452054791,0.1873486174399858,0.19031610942249239
